name,length,count_paragraphs,count_sentences,count_tokens,keywords
gpt_356.txt,1867,1,12,333,id:cards:government:party:support:issue:security:conservative:plans:introduction
gpt_357.txt,1639,1,10,284,house:lords:push:draft:bill:mps:reform:towards:political:proposed
gpt_358.txt,2225,1,11,395,mr:blair:peace:prime:minister:efforts:middle:east:process:diplomatic
gpt_359.txt,2244,1,13,373,maternity:leave:labour:paid:women:proposal:election:manifesto:uk:extend
gpt_36.txt,950,1,5,157,muslims:uk:police:search:islamic:increased:stop:blears:individuals:likely
gpt_360.txt,1586,1,9,251,students:universities:scotland:scottish:education:wallace:higher:also:diversity:number
gpt_361.txt,2345,1,14,405,liberal:democrats:party:alternative:election:upcoming:campaign:voters:kennedy:position
gpt_362.txt,1694,1,10,277,scientific:beliefs:kelly:research:personal:education:secretary:religious:views:ms
gpt_363.txt,2357,1,13,406,games:video:children:violent:industry:larger:warnings:hewitt:content:parents
gpt_364.txt,1284,1,7,209,political:watchdog:cap:donations:parties:may:elections:concerns:influence:donors
gpt_365.txt,1974,1,12,346,election:blunkett:general:political:announcement:could:country:potential:former:home
gpt_366.txt,2084,1,14,358,strike:civil:wales:servants:cuts:services:job:public:jobs:government
gpt_367.txt,2420,1,12,393,legal:war:iraq:advice:blair:transparency:calls:accountability:publication:legality
gpt_368.txt,1862,1,11,316,women:liberal:democrats:voters:manifesto:party:female:support:attract:pension
gpt_369.txt,2339,1,14,410,sir:nicholas:scott:northern:ireland:political:loss:minister:passing:public
gpt_37.txt,472,1,4,83,parker:bowles:prince:charles:camilla:civil:ceremony:windsor:castle:marry
gpt_370.txt,1147,1,7,208,griffin:party:arrest:bnp:leader:nick:incitement:racial:hatred:british
gpt_371.txt,1642,1,10,265,bill:debate:euthanasia:wills:medical:treatment:care:individuals:parliament:proposed
gpt_372.txt,912,1,6,149,immigration:independent:body:roche:monitoring:former:home:office:minister:establishment
gpt_373.txt,924,1,6,148,roma:uk:government:immigration:rules:law:lords:ruling:ruled:discriminate
gpt_374.txt,2555,1,14,398,government:education:online:failed:digital:public:scheme:initiative:higher:learning
gpt_375.txt,2324,1,15,408,labour:immigration:party:promise:tories:uk:voters:issue:pledge:latest
gpt_376.txt,1494,1,9,259,politicians:trust:public:voters:promises:political:poll:feel:fail:growing
gpt_377.txt,2086,1,13,384,brown:labour:new:next:election:resonate:party:themes:campaign:voters
gpt_378.txt,2589,1,13,435,budget:leak:government:information:ministers:public:speech:process:chancellor:scrutiny
gpt_379.txt,1542,1,11,265,election:tax:labour:voters:economic:rates:blair:policy:party:could
gpt_38.txt,2514,1,15,411,miliband:political:minister:new:government:cabinet:office:role:appointment:public
gpt_380.txt,2068,1,15,348,age:retirement:johnson:work:society:individuals:older:minister:government:pensions
gpt_381.txt,1355,1,8,219,eu:turkey:blair:talks:leaders:may:tony:italian:german:accession
gpt_382.txt,2439,1,15,416,mps:age:government:politics:young:lowering:minimum:proposal:parliament:teenagers
gpt_383.txt,2181,1,12,384,rights:human:khan:war:terror:international:lack:public:security:name
gpt_384.txt,2075,1,13,348,eu:white:paper:public:tories:taxpayer:propaganda:government:debate:opinion
gpt_385.txt,2048,1,11,332,patients:healthcare:government:waiting:times:welsh:wales:target:patient:services
gpt_386.txt,2310,1,16,395,waste:nuclear:uk:foreign:government:decision:liberal:democrats:storing:plans
gpt_387.txt,2131,1,13,356,party:labour:poster:jewish:within:offensive:pigs:also:handling:controversy
gpt_388.txt,1923,1,11,315,education:teenagers:report:higher:issue:disadvantaged:disparity:university:opportunities:social
gpt_389.txt,2608,1,16,447,kennedy:voters:temple:ethnic:minority:hindu:liberal:community:communities:political
gpt_39.txt,2186,1,15,368,question:referendum:eu:constitution:government:uk:public:decision:british:unveiling
gpt_390.txt,1718,1,10,289,bill:euthanasia:debate:lord:chancellor:concessions:political:mental:capacity:could
gpt_391.txt,2498,1,15,426,blair:party:brown:leadership:deal:resignation:within:political:labour:next
gpt_392.txt,2504,1,16,432,brown:election:supporters:vote:chancellor:message:make:call:action:future
gpt_393.txt,2059,1,11,339,mcletchie:party:scottish:interest:conservative:potential:conflicts:leader:law:roles
gpt_394.txt,1395,1,7,228,education:government:plan:tomlinson:report:reform:england:final:appeals:made
gpt_395.txt,1200,1,6,194,disaster:scotland:scottish:first:minister:tsunami:individuals:casualties:address:parliament
gpt_396.txt,762,1,5,128,rail:crash:trial:hatfield:railway:manslaughter:engineering:firm:managers:safety
gpt_397.txt,1903,1,9,311,blair:uk:government:aid:efforts:countries:prediction:support:affected:disaster
gpt_398.txt,2517,1,14,418,education:citizenship:schools:democracy:bell:students:society:social:lessons:values
gpt_399.txt,677,1,4,117,climate:change:scottish:environment:agency:dire:consequences:committee:action:warns
gpt_4.txt,2369,1,17,372,scottish:correctional:merger:prison:service:local:create:single:agency:scotland
gpt_40.txt,818,1,4,139,howard:conservative:ethnic:communities:party:michael:britain:vote:british:woos
gpt_400.txt,2325,1,12,386,party:conference:manchester:labour:venue:autumn:decision:choice:engaging:blackpool
gpt_401.txt,1355,1,8,235,clarke:id:cards:home:secretary:charles:plans:despite:calls:new
gpt_402.txt,1204,1,7,214,uk:health:conservatives:tb:hiv:citizens:public:tests:wanting:work
gpt_403.txt,1778,1,12,298,government:macdonald:legal:senior:barrister:laws:resignation:security:law:protest
gpt_404.txt,1249,1,10,221,hassan:galloway:release:aid:margaret:international:iraq:workers:former:labour
gpt_405.txt,2322,1,15,424,election:political:uk:may:parliament:blair:expected:general:day:stage
gpt_406.txt,2389,1,14,422,political:muslim:event:election:muslims:community:mab:voters:general:issues
gpt_407.txt,1057,1,6,197,labour:forward:slogan:country:campaign:election:progress:words:back:voters
gpt_408.txt,2550,1,14,427,lord:witnesses:victims:courts:justice:chancellor:criminal:system:new:stress
gpt_409.txt,2140,1,11,365,tutu:release:guantanamo:bay:detention:rights:archbishop:detainees:individuals:terror
gpt_41.txt,1800,1,9,299,labour:investigation:election:regulations:campaign:may:information:ico:use:calling
gpt_410.txt,1814,1,10,302,maternity:mothers:pay:new:workplace:trade:industry:secretary:hewitt:government
gpt_411.txt,2954,1,16,487,government:law:ruling:rights:robinson:human:action:lords:foreign:terror
gpt_412.txt,1602,1,10,281,asylum:howard:system:britain:immigration:cost:seekers:michael:tony:blair
gpt_413.txt,488,1,3,83,howard:michael:tax:taxes:unveils:tory:cut:plans:announcement:disclosed
gpt_414.txt,1725,1,11,275,blunkett:controversy:liberal:democrats:government:david:inquiry:ethical:investigation:former
gpt_415.txt,2600,1,16,432,blair:brown:party:disagreements:rather:issues:squabbling:school:bickering:labour
gpt_416.txt,2459,1,19,399,controversy:blunkett:government:political:visa:accountability:public:surrounding:mr:ethical
gpt_42.txt,2085,1,14,355,election:blair:snap:general:plans:government:political:public:tony:february
gpt_43.txt,2320,1,16,414,proposal:gender:equality:monarchy:peer:royal:family:debate:withdrawal:change
gpt_44.txt,2498,1,18,456,cunningham:party:labour:departure:step:decision:public:mp:jack:election
gpt_45.txt,2315,1,12,375,referendum:party:city:edinburgh:green:residents:voter:potential:transport:council
gpt_46.txt,2195,1,12,370,trust:blair:mr:integrity:election:issue:voters:address:issues:campaign
gpt_47.txt,1653,1,11,280,system:parents:children:access:legal:mps:divorced:committee:custody:seeking
gpt_48.txt,2070,1,12,350,eu:documentary:nattrass:ukip:comments:made:within:germany:sees:new
gpt_49.txt,1547,1,13,280,meyer:sir:anthony:political:leadership:party:conservative:former:tory:backbencher
gpt_5.txt,2386,1,16,414,uk:africa:brown:kenya:visit:chancellor:mr:gordon:shantytown:largest
gpt_50.txt,681,1,4,117,registration:voter:election:general:eligible:may:deadline:uk:anticipated:draws
gpt_51.txt,2216,1,14,368,immigration:government:plans:border:controls:asylum:failed:seekers:economic:migrants
gpt_52.txt,2371,1,16,396,students:election:political:student:votes:power:outcome:liberal:charles:kennedy
gpt_53.txt,2341,1,14,411,cherie:blair:bush:guantanamo:bay:rights:policies:detainees:judiciary:george
gpt_54.txt,2585,1,18,443,liberal:democrats:opposition:british:politics:political:election:campaign:government:real
gpt_55.txt,2420,1,16,408,davies:british:mp:security:park:quentin:individuals:working:ensure:measures
gpt_56.txt,568,1,3,89,government:howard:leader:michael:spending:services:tory:vows:slash:conservative
gpt_57.txt,830,1,5,130,could:save:lives:report:suggests:cutting:limits:previously:limit:alcohol
gpt_58.txt,1764,1,13,329,hague:party:conservative:william:politics:political:decision:leader:leadership:step
gpt_59.txt,2682,1,16,484,blair:european:leaders:us:europe:president:bush:time:face:reality
gpt_6.txt,2180,1,10,369,howard:immigrant:background:policies:leader:asylum:bold:family:uk:political
gpt_60.txt,1952,1,11,323,gambling:casinos:new:number:government:decision:jowell:limit:uk:social
gpt_61.txt,2094,1,10,335,gambling:uk:casinos:jowell:government:responsible:concerns:impact:industry:american
gpt_62.txt,2038,1,12,346,constitution:european:voters:poll:british:results:likely:reject:government:significant
gpt_63.txt,2156,1,22,372,blair:turkey:eu:mr:membership:agreement:deal:european:turkish:cooperation
gpt_64.txt,1853,1,14,323,id:cards:government:plans:tories:party:decision:public:support:bill
gpt_65.txt,2021,1,11,339,public:bodies:information:act:government:freedom:necessary:requests:failures:mps
gpt_66.txt,2293,1,16,371,clarke:charles:bill:despite:terrorism:remains:measures:plans:opposition:prevention
gpt_67.txt,1030,1,6,161,security:president:breach:visit:documents:pakistani:london:sensitive:information:public
gpt_68.txt,2264,1,12,405,tax:brown:election:stamp:duty:labour:buyers:financial:voters:threshold
gpt_69.txt,1988,1,12,340,leadership:party:labour:launch:campaign:poster:blair:brown:front:despite
gpt_7.txt,2172,1,15,378,blair:labour:manifesto:party:prosperity:new:personal:prime:minister:upcoming
gpt_70.txt,1650,1,9,277,government:debate:plans:measures:controversy:uk:proposed:allow:house:arrest
gpt_71.txt,2286,1,28,428,pound:mr:lucy:past:news:life:relationship:discovery:building:understanding
gpt_72.txt,2496,1,13,417,brown:economic:report:blair:uk:economy:concerns:prime:minister:opposition
gpt_73.txt,1550,1,10,276,budget:chancellor:gordon:brown:general:government:economic:march:expected:election
gpt_74.txt,2396,1,13,409,shadow:chancellor:britain:letwin:change:country:economic:direction:tax:cuts
gpt_75.txt,2538,1,15,420,ukip:houston:party:political:controversial:suspend:candidates:parties:public:candidate
gpt_76.txt,2025,1,17,336,immigration:asylum:politicians:political:issues:longer:shift:discourse:election:discussing
gpt_77.txt,1704,1,11,280,arts:government:funding:wales:control:james:council:artist:welsh:concerns
gpt_78.txt,2274,1,13,356,alcohol:drinking:public:towards:consumption:issues:focus:law:mcconnell:health
gpt_79.txt,2218,1,12,345,government:funds:council:tax:bills:ministers:whitehall:lower:local:central
gpt_8.txt,2176,1,14,382,blair:party:labour:within:backbenchers:rift:brown:power:prime:minister
gpt_80.txt,2660,1,19,426,blunkett:public:blair:sheffield:david:allegations:investigation:tony:visit:politicians
gpt_81.txt,2948,1,17,510,party:labour:within:milburn:brown:internal:ideas:clash:disagreements:election
gpt_82.txt,2279,1,14,396,hunting:ban:support:decline:public:uk:opinion:may:poll:shift
gpt_83.txt,362,1,2,66,party:conservative:number:proposes:cutting:mps:tory:leader:michael:howard
gpt_84.txt,1410,1,10,240,fuel:duty:chancellor:freeze:brown:speech:government:policy:economic:gordon
gpt_85.txt,2148,1,14,375,kinnock:labour:political:life:peer:appointment:party:baron:bedwellty:service
gpt_86.txt,2491,1,14,408,information:commissioner:office:deletion:freedom:laws:transparency:public:right:delete
gpt_87.txt,1853,1,11,278,environmental:committee:government:housing:plans:mps:could:development:england:audit
gpt_88.txt,1177,1,6,211,report:africa:blair:commission:comic:relief:day:released:tony:march
gpt_89.txt,1984,1,13,337,blair:howard:britain:issues:address:leadership:government:country:direction:political
gpt_9.txt,2039,1,14,347,economy:uk:political:key:decisions:shape:brown:made:economic:growth
gpt_90.txt,2102,1,14,362,ban:hunting:supporters:protest:labour:conference:rural:spring:countryside:alliance
gpt_91.txt,1515,1,9,273,brown:speech:budget:opposition:party:parties:labour:hunting:election:chancellor
gpt_92.txt,1786,1,15,314,blunkett:mr:public:visa:application:opinion:involvement:voters:prime:minister
gpt_93.txt,464,1,3,81,blair:election:campaign:tony:speech:marks:beginning:highly:anticipated:remembered
gpt_94.txt,1303,1,6,221,immigration:bnp:howard:tory:leader:party:policy:british:approach:michael
gpt_95.txt,1780,1,11,282,murder:laws:review:blunkett:premature:announcement:home:law:apology:office
gpt_96.txt,626,1,5,106,howard:conservative:election:campaign:sandra:mrs:party:take:prominent:role
gpt_97.txt,2869,1,18,458,iraq:war:government:attorney:general:denial:surrounding:statement:legality:controversy
gpt_98.txt,2555,5,15,428,agency:child:support:smith:public:government:within:resignation:organization:doug
gpt_99.txt,2916,1,20,521,boateng:south:africa:new:high:commissioner:role:labour:mp:uk
